"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","MAP_LABEL","DESC"
"Juncus mertensianus","Bong.",77584,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Juncus",NA,"Juncus mertensianus","","species","iNaturalist","Observations","134505224","","https://www.inaturalist.org/observations/134505224","Joan Septembre","",NA,"2022-09-05",2022,9,5,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Juncus parryi","Engelm.",77589,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Juncus",NA,"Juncus parryi","","species","iNaturalist","Observations","57393146","","https://www.inaturalist.org/observations/57393146","judith holm","",NA,"2020-08-22",2020,8,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Juniperus communis","L.",873482,"Plantae","Tracheophyta","Pinopsida","Pinales","",NA,"Cupressaceae","Juniperus",NA,"Juniperus communis","montana","species","UBC","UBCVascular","V47689","","2E9F4BBA-5A43-764A-90D7-65973143C1EA","John Davidson","s.n.",NA,"1914-08-03",1914,8,3,"PRESERVED_SPECIMEN","Coast area, Garibaldi, Panorama Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2017)",NA,"John Davidson",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Kalmia microphylla var. microphylla","(Hook.) A.Heller",1046996,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Kalmia",NA,"Kalmia microphylla","microphylla","varietas","UBC","UBCVascular","V160952","","6B433487-AE68-6A4D-A00D-C57CF8BE5719","B. Fraser","s.n.",NA,"1966-07-26",1966,7,26,"PRESERVED_SPECIMEN","Garibaldi Park, Sentinel glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Kalmia microphylla var. occidentalis","(Hook.) A.Heller",1035494,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Kalmia",NA,"Kalmia microphylla","occidentalis","varietas","iNaturalist","Observations","14497976","","https://www.inaturalist.org/observations/14497976","Ian Gazeley","",NA,"2018-07-18",2018,7,18,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",238,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Ian Gazeley",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Kalmia procumbens","(L.) Gift, Kron & P.F.Stevens",204337,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Kalmia",NA,"Kalmia procumbens","","species","iNaturalist","Observations","229584923","","https://www.inaturalist.org/observations/229584923","Nancy Henderson","",NA,"2024-07-14",2024,7,14,"Human Observation","",NA,NA,"British Columbia","Canada","CA",12,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Koeleria spicata","(L.) Barberá, Quintanar, Soreng & P.M.Peterson",1538791,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Poaceae","Koeleria",NA,"Koeleria spicata","","species","UBC","UBCVascular","V21177","","A03AEFA6-32A4-5B4B-A6B4-F0904005F583","John Davidson","s.n.",NA,"1912-08-11",1912,8,11,"PRESERVED_SPECIMEN","Coast, Garibaldi, Panorama Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John Davidson",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lathyrus japonicus","Willd.",77638,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Lathyrus",NA,"Lathyrus japonicus","","species","iNaturalist","Observations","80986951","","https://www.inaturalist.org/observations/80986951","jazzygrape","",NA,"2021-05-30",2021,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26486,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"jazzygrape",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Leptarrhena pyrolifolia","(D. Don) R. Br. ex Ser.",128870,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Leptarrhena",NA,"Leptarrhena pyrolifolia","","species","UBC","UBCVascular","V183690","","E09D808B-FBD9-0946-B9B2-4EA7357932D7","Christopher J. Marchant","71-246",NA,"1971-08-02",1971,8,2,"PRESERVED_SPECIMEN","Squamish-Lillooet Regional District, Diamondhead, near Squamish",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"C.J. Ant",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lonicera utahensis","S.Watson",148098,"Plantae","Tracheophyta","Magnoliopsida","Dipsacales","",NA,"Caprifoliaceae","Lonicera",NA,"Lonicera utahensis","","species","UBC","UBCVascular","V7331","","A1301551-6117-7F46-B6AF-556B45ADD15F","John Davidson","s.n.",NA,"1913-08-04",1913,8,4,"PRESERVED_SPECIMEN","Garibaldi Park, Panorama Ridge, near Mimulus Creek",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"John Davidson",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Luetkea pectinata","(Pursh) Kuntze.",77842,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,"Rosaceae","Luetkea",NA,"Luetkea pectinata","","species","UBC","UBCVascular","V33280","","A0A4384A-D66C-AD45-8A4E-CB53B74D1694","F. Perry","s.n.",NA,"1913-08-03",1913,8,3,"PRESERVED_SPECIMEN","Garibaldi District, Panorama Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"F. Perry",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lupinus arcticus ssp. subalpinus","S. Watson",236818,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Lupinus",NA,"Lupinus arcticus","subalpinus","subspecies","UBC","UBCVascular","V55398","","4C467E5B-679C-7742-8351-767D773BFEE8","vc Bink","56-8-42",NA,"1956-08-07",1956,8,7,"PRESERVED_SPECIMEN","Garibaldi Park, Sphinx glacier front",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lupinus latifolius ssp. latifolius","Lindl. ex J.Agardh",64242,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Lupinus",NA,"Lupinus latifolius","latifolius","subspecies","UBC","UBCVascular","V27331","","B4824E2B-1825-0D47-B8CC-C420C70FC7FE","w Cottle","400",NA,"1951-08-30",1951,8,30,"PRESERVED_SPECIMEN","Black Tusk lake, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"John W. Eastham",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lupinus lepidus var. lobbii","Douglas ex Lindl.",81068,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Lupinus",NA,"Lupinus lepidus","lobbii","varietas","iNaturalist","Observations","134503934","","https://www.inaturalist.org/observations/134503934","Joan Septembre","",NA,"2022-09-05",2022,9,5,"Human Observation","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Luzula hitchcockii","Hämet-Ahti",143686,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Luzula",NA,"Luzula hitchcockii","","species","iNaturalist","Observations","14702095","","https://www.inaturalist.org/observations/14702095","judith holm","",NA,"2018-07-21",2018,7,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",21,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Luzula parviflora ssp. parviflora","(Ehrh.) Desv",80007,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Luzula",NA,"Luzula parviflora","parviflora","subspecies","iNaturalist","Observations","14702127","","https://www.inaturalist.org/observations/14702127","judith holm","",NA,"2018-07-21",2018,7,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",21,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Luzula piperi","(Coville) M.E.Jones",77898,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Luzula",NA,"Luzula piperi","","species","UBC","UBCVascular","V108869","","AA24FA4D-2AD3-5F48-8EE0-7033CFE0E7C7","Vladimir J. Krajina, R.C. Brooke","64092030",NA,"1964-09-20",1964,9,20,"PRESERVED_SPECIMEN","Garibaldi Park, Little Diamond Head, Cheekye Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"V.J. Krajina",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Luzula spicata","(L.( DeConte",77899,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Luzula",NA,"Luzula spicata","","species","UBC","UBCVascular","V47660","","BB4C5A04-9CBE-A745-980C-ECD6A88992B8","John Davidson","s.n.",NA,"1912-08-11",1912,8,11,"PRESERVED_SPECIMEN","Coast, Garibaldi, Panorama Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"John Davidson",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Luzula wahlenbergii","Rupr.",164951,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,"Juncaceae","Luzula",NA,"Luzula wahlenbergii","","species","UAM","Herb","UAM:Herb:39975","","http://arctos.database.museum/guid/UAM:Herb:39975?seid=1750871","Collector(s): B. Fraser","",NA,"1966-08-16",1966,8,16,"PRESERVED_SPECIMEN","Warren Gl., Warren Gl. foreland",NA,NA,"British Columbia","Canada","CA",3615,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","unlisted",NA,"unknown",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lysichiton americanus","Hultén & H.St.John",48537,"Plantae","Tracheophyta","Liliopsida","Alismatales","",NA,"Araceae","Lysichiton",NA,"Lysichiton americanus","","species","iNaturalist","Observations","160650521","","https://www.inaturalist.org/observations/160650521","ingridlustig","",NA,"2023-05-08",2023,5,8,"Human Observation","",NA,NA,"British Columbia","Canada","CA",24510,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Lysimachia latifolia","(Hook.) Cholewa",496537,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Primulaceae","Lysimachia",NA,"Lysimachia latifolia","","species","iNaturalist","Observations","45683641","","https://www.inaturalist.org/observations/45683641","Chloe and Trevor Van Loon","",NA,"2020-05-09",2020,5,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26454,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"Chloe and Trevor Van Loon",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Micranthes ferruginea","(Graham) Brouillet & Gornall",78024,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes ferruginea","","species","UBC","UBCVascular","V31082","","FD8B7A0F-CF26-1C43-A47E-1BF21C5BA6FC","John Davidson","s.n.",NA,"1913-07-30",1913,7,30,"PRESERVED_SPECIMEN","Coast area, Mt. Garibaldi, Panorama Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John Davidson",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Micranthes lyallii","(Engl.) Small",357929,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes lyallii","","species","UBC","UBCVascular","V125269","","35259534-768A-3347-BF5F-F6E06C28C8B8","John Davidson","s.n.",NA,"1914-07-28",1914,7,28,"PRESERVED_SPECIMEN","Garibaldi Park, Black Tusk",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2012)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Micranthes nelsoniana var. cascadensis","(D. Don) Small",357961,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes nelsoniana","cascadensis","varietas","UBC","UBCVascular","V56052","","0D8186F4-AEE4-E946-8DA1-E4FCD622FD82","Vernon C. Brink","56-8-68",NA,"1956-08-07",1956,8,7,"PRESERVED_SPECIMEN","Garibaldi Park, Black Tusk Lake",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Micranthes occidentalis","(S. Watson) Small",357953,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes occidentalis","","species","UBC","UBCVascular","V161632","","0911F04A-6778-0643-9949-4E82154633C4","Bruce Fraser","s.n.",NA,"1965-08-27",1965,8,27,"PRESERVED_SPECIMEN","Garibaldi Provincial Park, Sphinx glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Jamie D. Fenneman",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Micranthes porsildiana","(D. Don) Small",772262,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes porsildiana","porsildiana","species","UBC","UBCVascular","V97788","","D8988838-D8AE-7945-8F47-F88A6327FD56","E.B. Peterson","s.n.",NA,"1960-08-03",1960,8,3,"PRESERVED_SPECIMEN","Garibaldi Provincial Park, near BP 52",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2005",NA,"Curtis R. Bjork",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Micranthes tolmiei","(Torr. & A. Gray) Brouillet & Gornall",78032,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Micranthes",NA,"Micranthes tolmiei","","species","UBC","UBCVascular","V47141","","A003381E-814B-5B42-B99A-76ABFE2A27B9","A. E. Baggs","s.n.",NA,"1913-08-07",1913,8,7,"PRESERVED_SPECIMEN","Garibaldi Park, Panorama Ridge West",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"A. E. Baggs",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Monotropa hypopitys","L.",59986,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Monotropa",NA,"Monotropa hypopitys","","species","iNaturalist","Observations","52892102","","https://www.inaturalist.org/observations/52892102","Anne-Marie Madden","",NA,"2020-07-12",2020,7,12,"Human Observation","",NA,NA,"British Columbia","Canada","CA",989,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S3S4 (2001)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Monotropa uniflora","L.",49477,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Monotropa",NA,"Monotropa uniflora","","species","UBC","UBCVascular","V148161","","7CA5832A-41B0-0249-BBA1-7ADDE5A8738A","P.C. Martin","17",NA,"1974-10-21",1974,10,21,"PRESERVED_SPECIMEN","west of Mount Garibaldi, Brohm Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Gary D. Wallace",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Montia parvifolia","(Moc. ex DC.) Greene",78123,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Montiaceae","Montia",NA,"Montia parvifolia","parvifolia","species","UBC","UBCVascular","V157393","","3D414B3F-7793-5D47-85C7-749B21C0DBC2","B. Fraser","s.n.",NA,"1965-08-16",1965,8,16,"PRESERVED_SPECIMEN","Garibaldi Park, Sphinx glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Curtis R. Bjork",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Neottia banksiana","(Lind.) Rchb. f.",131227,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Neottia",NA,"Neottia banksiana","","species","UBC","UBCVascular","V176160","","7E089532-CC14-4746-BAC4-AC9789937106","C.E. Biel","688",NA,"1974-07-02",1974,7,2,"PRESERVED_SPECIMEN","Bowen Island",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Neottia cordata","(L) Rchb.",204364,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Neottia",NA,"Neottia cordata","","species","iNaturalist","Observations","45683609","","https://www.inaturalist.org/observations/45683609","Chloe and Trevor Van Loon","",NA,"2020-05-09",2020,5,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26454,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2015)",NA,"Chloe and Trevor Van Loon",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Nothochelone nemorosa","(Dougl. ex Lindl.) Straw",78231,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Nothochelone",NA,"Nothochelone nemorosa","","species","iNaturalist","Observations","59542290","","https://www.inaturalist.org/observations/59542290","Steve Ansell","",NA,"2020-08-09",2020,8,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",50,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4S5 (2019)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Nuttallanthus canadensis","(L.) D.A. Sutton",59112,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Nuttallanthus",NA,"Nuttallanthus canadensis","","species","UBC","UBCVascular","V167630","","9FFB92AC-5F39-3548-BA0F-B00D968543C6","R.C. Summerbell, C. wilson","29",NA,"1978-09-17",1978,9,17,"PRESERVED_SPECIMEN","near britannia beach",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2016)",NA,"",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Oplopanax horridus","(Sm.) Miq.",83914,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Araliaceae","Oplopanax",NA,"Oplopanax horridus","","species","iNaturalist","Observations","55711643","","https://www.inaturalist.org/observations/55711643","amybratberg","",NA,"2020-08-04",2020,8,4,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"amybratberg",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Orthilia secunda","L.",78288,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Orthilia",NA,"Orthilia secunda","","species","UBC","UBCVascular","V160946","","1B9355D8-42AD-7E46-86C5-CE7AD10BDEA9","B. Fraser","s.n.",NA,"1966-08-05",1966,8,5,"PRESERVED_SPECIMEN","Sphinx glacier foreland, Garibaldi Park",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Vladimir J. Krajina 1968",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Osmorhiza depauperata","Phil.",78294,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Apiaceae","Osmorhiza",NA,"Osmorhiza depauperata","","species","UBC","UBCVascular","V161002","","1FC5AFA7-D7F8-624B-87EA-C0E8D8EFA9FC","B. Fraser","s.n.",NA,"1966-07-29",1966,7,29,"PRESERVED_SPECIMEN","Sphinx glacier foreland, Garibaldi park, glacial moraines",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"V.J. Krajina",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Osmorhiza purpurea","(J.M. Coult. & Rose) Suksd.",78296,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Apiaceae","Osmorhiza",NA,"Osmorhiza purpurea","","species","UBC","UBCVascular","V97808","","56C3AB6A-19E6-1144-B50C-337EF6CFDD49","E.B. Petersen","s.n.",NA,"1961-08-23",1961,8,23,"PRESERVED_SPECIMEN","Garibaldi Park, Eenostuck Meadows",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"E.B. Petersen",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Oxyria digyna","(L.) Hill",67591,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Polygonaceae","Oxyria",NA,"Oxyria digyna","","species","iNaturalist","Observations","131742543","","https://www.inaturalist.org/observations/131742543","anyagbee","",NA,"2022-08-14",2022,8,14,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",1215,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"L",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Ozomelis trifida","(Graham) Rydb.",1424149,"Plantae","Tracheophyta","Magnoliopsida","Saxifragales","",NA,"Saxifragaceae","Ozomelis",NA,"Ozomelis trifida","","species","UBC","UBCVascular","V137883","","C05E69C1-29CD-0D44-8C63-FFDE7C46C0AB","W. Taylor","s.n.",NA,"1916-08-06",1916,8,6,"PRESERVED_SPECIMEN","[Garibaldi Park, Black Tusk Lake]",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"W. Taylor",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Packera pauciflora","(Pursh) Á. Löve & D. Löve",78327,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,"Asteraceae","Packera",NA,"Packera pauciflora","","species","UBC","UBCVascular","V11430","","30DE3161-1C28-1743-8B18-4C287F56B704","John Davidson","s.n.",NA,"1917-08-07",1917,8,7,"PRESERVED_SPECIMEN","Coast area, Garibaldi, Panorama Ridge",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"John Davidson",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
"Parnassia fimbriata","K.D. Koenig",78351,"Plantae","Tracheophyta","Magnoliopsida","Celastrales","",NA,"Celastraceae","Parnassia",NA,"Parnassia fimbriata","","species","UBC","UBCVascular","V194013","","9EE128BA-F785-0F43-A25E-C8BCCD5F1CC3","B. Fraser","s.n.",NA,"1965-08-07",1965,8,7,"PRESERVED_SPECIMEN","Garibaldi Park, Sentinel glacier foreland",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"B. Fraser",NA,NA,NA,NA,NA,"CMAunp","Undifferentiated and Parkland Coastal Mountain-heather Alpine Zone"
